,brief,header,pub_time,type,url
0,据外媒报道，腾讯与私募巨头 KKR 正在斥资1.75亿美元，收购菲律宾电信公司(telco PLDT)旗下金融科技公司Voyager少量股权。,撞上蚂蚁金服，腾讯投资菲律宾数字钱包Voyager,5分钟前,AI+,https://www.leiphone.com/news/201810/YPTy7dO2otrB9f32.html
1,这家总部位于旧金山的金融科技公司周一表示，xRapid采用了加密货币XRP作为跨境支付的“桥梁货币”，通过提高流动性来降低成本并提高支付效率。,Ripple的加密货币产品首次与三家金融公司合作,10月02日 15:11,AI+,https://www.leiphone.com/news/201810/IWpxkuMBnXzGG5T9.html
2,雷锋网报道，近日，由北京市金融工作局、北京市石景山人民政府主办的“2018中国银行保险业国际高峰论坛”在北京召开。全国社保基金前副理事长王忠民受邀进行了演讲。他,王忠民：占据战略制高点，明天的基础设施是数字化,10月01日 19:42,AI+,https://www.leiphone.com/news/201810/tFBjTNTsURcuZzvv.html
3,叫 AI 锁是否更合适？,“海大宇”相继入局，安企们为何情钟于“锁”,10月01日 14:25,AI+,https://www.leiphone.com/news/201809/cJMkClSc4sa8UYM6.html
4,人工智能时代，发展AI芯片，不仅是技术革命，也是市场需求。,云从造“芯”背后，AI 国家队的生态野心,09月30日 13:54,AI+,https://www.leiphone.com/news/201809/iAA5zYTn5IgwH5j2.html
5,零售行业的剧烈变革才刚刚开始，TalkingData所展现的只不过是数字化巨大潜能的冰山一角。,零售行业步入新纪元，数据智能如何让“价值冰山”浮出水面？,09月29日 19:48,AI+,https://www.leiphone.com/news/201809/DYmT0oxLkz4RmkyT.html
6,原中国保监会副主席、清华大学五道口金融学院理事 周延礼雷锋网报道，近日，由北京市金融工作局、北京市石景山人民政府主办的“2018中国银行保险业国际高峰论坛”在北,原中国保监会副主席周延礼：金融监管严峻，分业监管不适应性显露,09月29日 19:35,AI+,https://www.leiphone.com/news/201809/mfFGDgbnJSC9g294.html
7,雷锋网报道，随着开放银行、无界银行概念的不断兴起，有不少业内人士预测，未来银行，但是存在无所不在的金融服务。刚刚寥处从建行的角度我们怎么样开始做到无边，把科技融,“开放银行”席卷全球，加拿大成立开放银行问题咨询委员会,09月29日 19:13,AI+,https://www.leiphone.com/news/201809/vLIXkS0IUidy4UOb.html
8,玩家分食大蛋糕的同时却也暗藏同质化风险，中美贸易风波和监管合规政策又带来不稳定因素，再加上区块链等新数字科技的持续发酵，支付已经成为跨境贸易里最具变数的一环。,下个五年，跨境支付的变数在哪里？,09月29日 19:01,AI+,https://www.leiphone.com/news/201809/KRpvR3ObwwZQGvvz.html
9,“谨防假药”,银行业复苏又遇低谷，麦肯锡和花旗银行都看中同一味药方,09月29日 10:56,AI+,https://www.leiphone.com/news/201809/4W0xl1kbvGl0C92c.html
10,AI在转型过程中出现更多的细分和行业专业化的趋势,无界银行、AI入口、细分化趋势，一文看透3.0智能金融时代 | 干货,09月28日 19:24,AI+,https://www.leiphone.com/news/201809/yOVDbTb1GyPemJT6.html
11,去年10月，阿里巴巴宣布成立“达摩院”。,达摩院官网今日上线，阿里城市大脑架构全揭秘,09月28日 18:48,AI+,https://www.leiphone.com/news/201809/nu3uxZqO376KEQtK.html
12,近期，又一家P2P平台——小赢科技——赴美上市。坦白讲，当下并非上市的好时机，已经上市的几家平台，如信而富、趣店、拍拍贷等，股价经过了连续10个月的下跌。,从小赢科技招股书，看P2P爆雷潮的行业影响,09月28日 13:18,AI+,https://www.leiphone.com/news/201809/zEdcWk8WpfMj1c5z.html
13,9月27日下午，京东集团宣布与其泰国尚泰集团(Central Group)一起打造的泰国线上零售平台JD CENTRAL将于9月28日正式上线运营。,抢滩东南亚，京东泰国零售平台 JD CENTRAL 正式上线运营,09月28日 07:45,AI+,https://www.leiphone.com/news/201809/cvDjfAK2LPi1SIBP.html
14,北京时间9月28日凌晨消息，英语教育平台英语流利说（NASDAQ：LAIX）周四正式在纽交所挂牌上市。,英语流利说上市首日：股价上涨 1.2% 市值 6.07 亿美元,09月28日 07:26,AI+,https://www.leiphone.com/news/201809/RymfdvSnjVIKzeTg.html
15,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
16,5G测试逐步深入，五大系统设备商进展不同梯队分明。,5G三阶段测试结果公布    华为中兴等五大系统级设备商进展对比,10小时前,业界,https://www.leiphone.com/news/201810/VrVyLu67a6ouExgI.html
