,header,pub_time,url
0,剧本杀项目“我是谜”获数千万元 Pre-A 轮融资，魔量资本投资,11小时前,https://news.pedaily.cn/201811/437883.shtml
1,动脉网完成A轮数千万融资，BV百度风投领投,1天前,https://pe.pedaily.cn/201811/437861.shtml
2,金医桥完成1500万A轮融资，搭建医患沟通平台,1天前,https://pe.pedaily.cn/201811/437856.shtml
3,保险极客获1亿元B轮融资，通过科技创新引领企业服务未来,1天前,https://pe.pedaily.cn/201811/437855.shtml
4,丸鲜完成数百万元种子轮融资，投资方是 DNA Fund,1天前,https://pe.pedaily.cn/201811/437854.shtml
5,FIT2CLOUD飞致云完成B轮融资，全栈云管平台2.0正式发布,1天前,https://pe.pedaily.cn/201811/437835.shtml
6,美丽境界资本完成首单交易，2.4亿欧元收购德国公司Cordenka,2天前,https://news.pedaily.cn/201811/437834.shtml
7,宝宝树将于11月27日在港上市，定价区间6.8港元-8.8港元,2天前,https://pe.pedaily.cn/201811/437831.shtml
8,互金再现上市潮！泰然金融赴美提交IPO招股书：拟最多募集2000万美元,2天前,https://news.pedaily.cn/201811/437830.shtml
9,面向大众的专业保险咨询服务平台“小帮规划”获数百万美元A轮融资，红杉中国种子基金、美国再保险集团投资,2天前,https://news.pedaily.cn/201811/437823.shtml
10,高精度地图公司AIRLOOK完成GGV领投的B轮5000万人民币融资,2天前,https://pe.pedaily.cn/201811/437822.shtml
11,智加科技完成A+轮融资，推动物流产业升级,2天前,https://pe.pedaily.cn/201811/437820.shtml
12,共享雨伞漂流伞获近亿元战略投资，投资方为蚂蚁金服,2天前,https://pe.pedaily.cn/201811/437804.shtml
13,溢米辅导完成C轮1500万美元融资，将用于教研、产品以及技术三大领域,2天前,https://pe.pedaily.cn/201811/437803.shtml
14,小牛在线完成A轮融资，投资方为中创协母基金,2天前,https://pe.pedaily.cn/201811/437802.shtml
15,腾讯发布Q3财报：总收入超805亿元，首次披露云收入前三季超60亿元,2天前,https://news.pedaily.cn/201811/437800.shtml
16,线下大数据服务商惟客数据完成3000万元pre-A轮融资，IDG资本领投,2018-11-14 16:32,https://pe.pedaily.cn/201811/437797.shtml
17,嗨课堂获昂立教育投资，致力领跑K12在线教育优质赛道,2018-11-14 10:37,https://pe.pedaily.cn/201811/437776.shtml
18,光场内容技术服务商“叠境数字”完成亿元级A轮融资，IDG资本领投,2018-11-14 10:32,https://news.pedaily.cn/201811/437775.shtml
19,智能照明企业Yeelight 完成C轮融资，凯辉基金领投,2018-11-14 10:02,https://pe.pedaily.cn/201811/437773.shtml
