,brief,classes_name,header,news_url,pubtime
0,加密数字货币比特币近期出现大跌。 没有人能预测，去年末还处在单枚近2万美元高位的比特币，在不到一年之后迎来连续断崖式的下跌：一天内，下跌12%；一月内，暴跌42%；一年内，狂跌77%，市值蒸发1.6万亿人民币。截至11月25日，比特币已跌破3500美元关口。币圈上下，哀鸿遍野。与之互为镜像的挖矿圈同样,人工智能,深圳华强北矿机销售“凉了”，二手矿机按废铁处理,http://www.aihot.net/other/finance/12620.html,2018-12-03 20:00:44
1,▲高博 11月29日，中科院研制的超分辨光刻装备通过验收。消息传着传着，就成了谣言&mdash;&mdash;《国产光刻机伟大突破，国产芯片白菜化在即》《突破荷兰技术封锁，弯道超车》《厉害了我的国，新式光刻机将打破芯片荒》&hellip;&hellip; 笔者正好去中科院光电所旁听此次验收会，写了报道，还,人工智能,"媒体：国产22纳米光刻机治不了中国的""芯""病",http://www.aihot.net/hardware/12619.html,2018-12-03 20:00:44
2,据多家媒体报道，摩拜单车的运营主体北京摩拜科技有限公司，11月27日正式完成了股东工商变更，创始人胡玮炜、投资人李斌等人退出。 中新经纬客户端通过天眼查查询发现，美团创始人王兴已成摩拜大股东，持有北京摩拜科技有限公司95%的股份，另外5%的股份由穆荣均持有，不过法人代表依然为胡玮炜,人工智能,摩拜完成股东工商变更：胡玮炜退出，王兴持股95%,http://www.aihot.net/selfdriving/12618.html,2018-12-03 20:00:44
3,万豪国际集团出大事了。本周五晚间，这家著名的酒店集团发布公告称，自家数据库系统遭到黑客入侵，包括姓名、信用卡、邮箱、email和护照号在内的个人数据均被黑客盗走，波及用户数达到令人咋舌的5亿。除了泄露30亿用户信息的雅虎，历史上恐怕没有比万豪数据泄露更严重的事故了。 《华盛顿,人工智能,万豪5亿用户数据遭泄，我们该如何5步自救？,http://www.aihot.net/other/security/12617.html,2018-12-03 20:00:44
4,12月2日消息，据国外媒体报道，在亚马逊网络服务（AWS）为开发人员推出基于ARM的云计算资源之后，基于ARM架构的节能处理器可能会得到更加广泛的应用。 AWS打算向客户出售装载有自己Arm芯片的服务器，还可能将其部分基于云计算的开发者工具转移向Arm芯片。ARM的增长前景或许将超越智能手机等,人工智能,亚马逊押注Arm芯片，英特尔数据中心业务倍感压力,http://www.aihot.net/other/cloud/12616.html,2018-12-03 20:00:44
5,近日，E Ink 在日本发布了一款名为「JustWrite」的电子纸 ，配上触控笔，你就能像平时写字一样在上面写写画画。这款产品最大卖点在于「接近 0 滞后」，大家可以从下图感受一下： 据 The Verge 介绍，这款电子纸之所以能够缩短滞后，在于屏幕由触控笔来驱动，而不是从前的 TFT 背板。所以，以后的,人工智能,这款能写字的电子屏，可能就是你未来笔记本的样子,http://www.aihot.net/hardware/12615.html,2018-12-03 20:00:44
6,苹果与高通的纷争尚未结束，但我们应该能在明年得到一个结果了。 近日，美国联邦法院已经确定，苹果与高通的专利诉讼案将会在2019年4月15日进行开庭审理，另外据《圣地亚哥联合论坛报》报道称，苹果的律师已经驳回了与高通达成和解的可能性。 上个月29日，高通CEO史蒂夫&middot;莫伦科夫（Ste,人工智能,苹果拒绝与高通和解，iPhone只能用英特尔基带了?,http://www.aihot.net/iot/12614.html,2018-12-03 20:00:44
7,11月30日晚间，微信官方账号微信派发布消息称：即日起，暂停漂流瓶功能相关服务，包括微信漂流瓶和QQ邮箱漂流瓶。 暂停漂流瓶的原因是：经用户投诉与媒体报道，我们发现仍然存在用户利用漂流瓶等功能发布色情内容或色情招嫖广告的情况。对此，微信团队进行了专项清理，并将暂时下线微信漂流瓶和Q,人工智能,上线8年，腾讯为何现在暂停“漂流瓶”？,http://www.aihot.net/application/12613.html,2018-12-03 20:00:45
8,12月1日消息，据财联社报道，摩拜单车的运营主体北京摩拜科技有限公司，11月27日正式完成了股东工商变更，创始人胡玮炜、投资人李斌等人退出，美团创始人王兴成大股东，持有北京摩拜科技95%的股份，另外5%的股份由穆荣均持有。,人工智能,摩拜完成股东工商变更，胡玮炜李斌等人均退出,http://www.aihot.net/selfdriving/12612.html,2018-12-03 20:00:45
9,12月1日消息，CNBC网站最近发表文章称，中国在全球科技竞争中之所以拥有数据，是因为中国人口众多，而且更愿意分享数据，这为中国科技企业带来了海量数据，有利于它们开发尖端金融技术和人工智能（AI）等最新技术。 文章主要内容如下： 中国拥有14亿多人口，占世界人口的五分之一，是美国人口的四倍。,人工智能,外媒：中国科技竞争的优势来自于海量数据,http://www.aihot.net/other/cloud/12611.html,2018-12-03 20:00:45
10,财联社12月1日讯，CME比特币期货BTC 1月合约收跌245美元或约5.9%，报3930美元，11月26日以3605美元创即月合约收盘记录最低，据统计，本周累跌约5.87%，11月份累跌约37.07%。CBOE比特币期货XBT 1月合约收跌160美元或超5.9%，报3935美元，11月26日也以3647.50美元创即月合约收盘纪录最低，本周累跌约6,人工智能,比特币期货11月跌超37%，收于4000美元整数位下方,http://www.aihot.net/other/finance/12610.html,2018-12-03 20:00:45
11,与 2014、2015 年相比，近几年推出可穿戴设备的厂商少了很多，不过，这并不代表着这一片领域已经失去了「曙光」。 近日，调研机构 Gartner 的一项新预测表明，2019 年全球可穿戴设备的出货量将达到 2.25 亿，相比于 2018 年增长了 25.8%，该公司预计明年消费者将在可穿戴设备上花费约 460 亿美,人工智能,4年后，智能手表的主导地位将被AirPods这类产品取,http://www.aihot.net/iot/12609.html,2018-12-03 20:00:45
12,今日，万豪国际集团官方微博发布声明称，旗下喜达屋酒店的一个客房预订数据库被黑客入侵，五亿用户信息或已经外泄。这可能会成为仅次于去年雅虎30亿用户信息泄露后，历史上第二大公司用户泄露事件。 从万豪酒店向美国监管机构提交的声明中我们得知，在9月10日或之前，就已经检测到有未经许可,人工智能,万豪酒店宣称数据库被入侵，5亿用户私密信息或外泄,http://www.aihot.net/other/security/12608.html,2018-12-03 20:00:45
13,12月1日消息，明年的可穿戴电子设备市场预计将比2018年实现近26%的增长，全世界可穿戴设备的出货量将达到2.25亿。这一预测结果来源于高德纳咨询公司，该公司预测明年终端用户在可穿戴设备上的花费将达到420亿美元，超出在智能手表上约160亿美元的花费。 虽然智能手表在可穿戴设备的市场,人工智能,可穿戴式设备市场迎来高速发展，智能手表大受欢迎,http://www.aihot.net/iot/12607.html,2018-12-03 20:00:45
14,还记得年初时区块链行业四处抢人，薪资动辄翻倍的盛况吗？ 但伴随着上半年币价的短暂调整、下半年的跌跌不休，整个区块链行业也在发生着轰轰烈烈的转换。币圈破灭、薪资下调、核心技术人才紧缺、BAT进场，短短一年间，区块链人才市场已发生了巨大改变。 近日，关于一年来区块链人才供需变化,人工智能,区块链人才转场：币圈破灭招聘薪资最多降50%,http://www.aihot.net/other/finance/12606.html,2018-12-03 20:00:45
15,「骗子年年有，今年特别多」 他，31岁，头上曾经顶着不少光坏。他曾经作为耶鲁大学的华裔毕业生而备受同龄人羡慕，也曾经在北京开过一家汉堡餐吧，并自任主厨。作为一名华人，他还在2008 年以自由记者身份成为美国《新闻周刊》特约记者，并且是《纽约时报》和《华尔街日报》这些老牌国际媒体的,人工智能,一个华裔「ICO 专家」落网之路,http://www.aihot.net/other/finance/12605.html,2018-12-03 20:00:45
16,11月30日消息，据Autonews报道，韩国三星公司计划投资6270万美元在美国密歇根州奥本希尔斯(Auburn Hills，底特律附近)建汽车电池厂。到2024年底，这家工厂将创造461个就业岗位。 奥本希尔斯工厂将成为三星SDI America公司的电池组制造工厂、研发中心和汽车电池业务总部。SDI America的总,人工智能,手机不行卖电池，三星计划投资6270万美元在美建汽,http://www.aihot.net/hardware/12604.html,2018-12-03 20:00:45
17,【 11月30日消息】无人驾驶汽车的未来与电动平衡车的历史有什么关系吗？电动平衡车也曾被预言将彻底改变交通。史蒂夫&middot;乔布斯曾经说，城市将围绕这一设备重新设计；约翰&middot;杜尔说，它将比互联网更大。电动平衡车在技术上很成功，但从未达到其支持者所期望的对市场的巨大影响，相反,人工智能,无人驾驶汽车想要“普渡众生”，还要经历15个磨难,http://www.aihot.net/selfdriving/12603.html,2018-12-03 20:00:45
18,因为一直没有找到自己真正喜欢的工作，李俊庆本科毕业后换了数份工作，最长的一份做了一年多，是在吉林老家的某教育机构当助教。 2017年，他决定成为一名美团外卖骑手，也成为该群体中为数不多的高学历从业者。 在多数人的认知中，外卖骑手这份工作不需要多少技能，靠拼体力足矣，但在不久前，美,人工智能,“我本科毕业，当了外卖骑手”,http://www.aihot.net/other/finance/12602.html,2018-12-03 20:00:45
19,11月6日晚，锤子科技发布了畅呼吸智能落地式加湿器，售价1999元。当天就在锤子科技官方商城开启全款预售，预计11月25日开始发货。 没想到的是，11月29日，部分消费者并没有等到加湿器的发货通知，反而收到了官方发来了延迟发货的短信，而且一下延迟了一个多月。 锤子科技在短信中称，由于生产方,人工智能,锤子加湿器难产导致发货延迟一个月，官方道歉,http://www.aihot.net/other/smarthome/12601.html,2018-12-03 20:00:45
20,11月30日消息，OPPO宣布于凌晨0点57分成功打通全球首个5G手机微信视频通话，来自OPPO全球6大研究所的工程师共同见证并高呼Hello OPPO，Hello 5G。 ▲OPPO打通首个5G微信视频通话，多人全球连线 从OPPO公布的视频中可见，本次5G微信视频通话基于OPPO可商用形态的完整5G样机，在100兆带宽的5G,人工智能,OPPO实现全球首次5G微信视频通话,http://www.aihot.net/iot/12600.html,2018-12-03 20:00:45
21,北京摩拜单车运营区域从六环路缩小至五环路 公司称受调整影响用户可联系客服处理 ▲停放在运营区域外将收到短信提醒 ▲摩拜近日调整了运营区域 最近，摩拜单车更新了运营区域，导致一些原先购卡的用户使用不便。有用户反映，与客服沟通后，对方表示所购年卡等单车套餐无法取消。昨日，北,人工智能,运营区域调整致摩拜用户骑行不便，律师称涉嫌违约,http://www.aihot.net/selfdriving/12599.html,2018-12-03 20:00:45
22,11月30日消息，据CNBC报道，由于对智能手机和iPhone整体需求疲软的担忧，另一家华尔街公司下调了对苹果的预期。 ▲2018年9月12日，在美国加州库比蒂诺的苹果园区史蒂夫&middot;乔布斯剧院，苹果公司展示了其iPhone XR和iPhone XS智能手机 Canaccord Genuity分析师迈克尔&middot;沃克利（Mic,人工智能,担心iPhone需求疲软，苹果目标股价再次被下调,http://www.aihot.net/iot/12598.html,2018-12-03 20:00:45
23,11月30日消息，据CNBC网站报道，美国时间周四，华为警告称，如果华盛顿继续阻止该公司进入美国市场，美国可能无法实现其在下一代移动互联网时代引领世界的雄心。 下一代移动互联网被称为5G技术，可以让消费者在几秒钟内下载电影，还可以支持需要大量数据的智能城市等基础设施。美国和中国都在,人工智能,华为徐直军:若美国继续阻止我们它可能赢不了5G比,http://www.aihot.net/iot/12597.html,2018-12-03 20:00:45
24,公司难道不会提前做规划，预留好资金吗？尽管时间已经过去了整整两个月，坐在记者面前的A先生说起TTT项目（代币为TTT），依然语带愤懑。就在这次与记者的交流之前两个月，8月中旬，TTT项目开始裁员。一周后，TTT项目创始人，同时也是区块链领域曾经的明星人物周政军视频直播离职，震动币圈。 此时，距离T,人工智能,一个明星区块链项目的400天浮沉录：发币两天募2亿,http://www.aihot.net/other/finance/12596.html,2018-12-03 20:00:45
25,11月29日消息，中国企业级大数据+AI产品与技术提供商百分点今日在北京举办新产品暨E轮融资发布会，宣布完成5亿人民币E轮融资。此外，百分点还宣布成立认知智能实验室，并发布AI决策系统 DeepMatrix 2.0版本。 百分点E轮融资由中国国新央企运营投资基金领投，广发乾和、丝路华创、海通创意,人工智能,百分点宣布完成5亿E轮融资，成立认知智能实验室,http://www.aihot.net/application/12595.html,2018-12-03 20:00:45
26,11月29日消息，高通今日宣布设立总额1亿美元的高通创投人工智能（AI）风险投资基金，用于投资变革AI技术的初创企业。 据了解，该风险投资基金将面向坚信终端侧AI将变得更强大更普及的初创企业，并将重点关注为自动驾驶汽车、机器人和机器学习平台开发新技术的企业。 高通首席执行官史蒂夫&m,人工智能,高通宣布：设立1亿美元人工智能风险投资基金,http://www.aihot.net/other/finance/12594.html,2018-12-03 20:00:46
27,11月29日消息，蚂蚁金服宣布组织架构升级：阿里云原总裁胡晓明（花名孙权）出任蚂蚁金服集团总裁，向董事长兼CEO井贤栋汇报。井贤栋在邮件中热烈欢迎胡晓明回归，并表示，他的回归是蚂蚁金服组织架构的重大变动。 胡晓明2005年加入阿里巴巴，参与和带领了支付宝和蚂蚁金服众多业务的创建和发展，曾,人工智能,蚂蚁金服组织架构升级，胡晓明出任蚂蚁金服总裁,http://www.aihot.net/other/finance/12593.html,2018-12-03 20:00:46
28,11月22日，王峰置顶了一条蓝港互动旗下某款游戏的宣传微博。而距离他上一次发布蓝港互动相关微博已经过去将近10个月，那时候火星财经甚至都还没有成立。 ▲王峰置顶关于蓝港互动的微博，距离上次已经过去了10个月 从今年1月起一直到11月22日，王峰微博上的全部关注点基本上都是其区块链,人工智能,王峰专注区块链的同时，蓝港的股价掉到6毛钱了,http://www.aihot.net/other/finance/12592.html,2018-12-03 20:00:46
