,header,pub_time,url
0,异乡好居获数千万元B+轮融资，将布局全球长租公寓预订平台,11:52,https://pe.pedaily.cn/201810/437072.shtml
1,360金融递交赴美招股书 冲击互联网巨头系金融科技第一股,7:18,https://news.pedaily.cn/201810/437063.shtml
2,精锐教育收购启迪巨人100%的股权，打造教育行业新巨头,17:20,https://pe.pedaily.cn/201810/437054.shtml
3,阿里巴巴和YNAP成立合资公司，全球最大奢侈品电商带1000个大牌上天猫,14:48,https://news.pedaily.cn/201810/437050.shtml
4,社交电商“爱库存”获1.1亿美元B+轮融资，创新工场、GGV等多家机构注资,11:30,https://news.pedaily.cn/201810/437047.shtml
5,青岛海尔在德上市，第一D股诞生,9:21,https://pe.pedaily.cn/201810/437046.shtml
6,智慧社区服务运营商“三易科技”获千万元Pre-A融资,8:49,https://pe.pedaily.cn/201810/437045.shtml
7,时隔一个月，社区团购平台“邻邻壹”再获千万美金 Pre-A 轮融资,8:41,https://pe.pedaily.cn/201810/437044.shtml
8,拔云制药获1.1亿元A轮融资，华医资本独家投资,8:30,https://pe.pedaily.cn/201810/437043.shtml
9,阅文集团战略投资韩国网文企业Munpia，激活海外本土创作能量,8:16,https://pe.pedaily.cn/201810/437040.shtml
10,打造“家庭第三空间”，亲子餐厅「Twinkle耀童」获华映资本千万级天使轮融资,8:05,https://pe.pedaily.cn/201810/437038.shtml
11,Innovusion 获3000万美元A轮融资，发售全球首款图像级激光雷达系统,15:34,https://pe.pedaily.cn/201810/437010.shtml
12,特斯联科技获12亿元B-1轮融资，再创人工智能物联网领域融资纪录,13:35,https://pe.pedaily.cn/201810/437005.shtml
13,大颜色科技成立一年获A轮过亿融资，赛富国中领投,13:26,https://pe.pedaily.cn/201810/437004.shtml
14,GrowingIO 获3000万美元B轮融资，打造更懂用户和增长的行为分析产品,11:26,https://pe.pedaily.cn/201810/437002.shtml
15,格斗健身成投资新风口，24KiCK格斗学院获近千万天使轮投资,10:56,https://pe.pedaily.cn/201810/437001.shtml
16,AI芯片和系统公司肇观电子获2亿元A轮融资，中电海康基金领投,9:21,https://pe.pedaily.cn/201810/436982.shtml
17,武汉兰丁医学获C轮投资，中银投领投、招商局创投跟投,9:10,https://pe.pedaily.cn/201810/436981.shtml
18,昌郁医药完成近2000万美元B轮融资，平安创投领投,8:47,https://pe.pedaily.cn/201810/436980.shtml
19,聚焦远程门诊，北京今宇医疗获千万级Pre-A轮融资,8:39,https://pe.pedaily.cn/201810/436978.shtml
